"1"
"ASF1B" 0
"ASPM" 0
"AURKB" 0
"BIRC5" 0
"BUB1B" 0
"BUB1" 0.000814397080894044
"CACNG3" 0
"CARNS1" 0
"CCNA2" 0
"CCNB2" 0
"CD53" 0
"CDCA8" 0
"CDK1" -2.35322593337171e-06
"CENPF" 0
"CKAP2L" 0
"CRYM" 5.40731187034728e-05
"DLGAP5" 0
"DTL" 0
"ERMN" 0
"ESCO2" 0
"ESPL1" 0.000957162907257542
"FAM64A" 0
"FOXM1" 0
"GABRA1" 0
"GDA" 0
"GNG3" 0
"GPR62" 0
"GPSM3" 0.00062128916973441
"GTSE1" 0
"HCK" -0.000145741896891205
"HJURP" 0
"KCNK9" 0
"KIAA1045" 0
"KIF20A" 0.00263219831858369
"KIF23" 0.000116672261289525
"KIFC1" -0.000509690105626507
"KLK6" 0
"LAIR1" 0.000458063813595461
"LAPTM5" 0
"LOC286002" 0
"MAG" 0
"MAP7D2" 0
"MBP" 0
"MCM10" -0.000794200913915079
"MELK" 0
"MKI67" -0.000249838496545372
"MOBP" -3.68400574819816e-05
"MOG" 0
"MYBL2" 2.49876832306443e-05
"NCAPG" -0.000258059659456031
"NCAPH" 0
"NCKAP1L" -0.000225133340433406
"NDC80" 0
"NEFL" -6.08386436241197e-06
"NUSAP1" 0
"PACSIN1" 0
"PBK" 0
"RRM2" 0.000451486334105856
"SASH3" 0.000124180995233347
"SGOL1" 0.00217192082872741
"SKA1" 0
"SKA3" 0
"SLC17A7" 0
"SLC6A7" -5.8574062301675e-05
"SNAP25" 0
"SPI1" 0
"ST18" -0.000133807795318629
"SULT4A1" 0
"SV2B" 0
"SYK" 0
"SYT13" 0
"TMEM125" 0
"TMEM144" 0.000122018604959367
"TOP2A" 0
"TPX2" 0
"TTK" 0
"UBE2C" 0
"VAV1" 0
"VSNL1" 0
