"1"
"A2BP1" 0
"ACVRL1" 0
"ADAM11" 0
"ADAP1" 0
"ADSL" 0
"AK5" 0
"ANG" 0
"ANKRD56" 0
"ANXA2P1" 0
"AOAH" 0
"ARHGAP4" 0
"ARHGEF15" 0
"ARL5B" 0
"ATAD3B" 0
"ATF2" 0
"ATP1A3" 0
"ATP5J2" 0
"ATP5J" 0
"ATP5O" 0
"AURKA" 0.00116243561534292
"B3GNT4" 0
"BCAS1" 0
"BCL6B" 0
"BLNK" 0
"BSN" 0
"BTF3" 0
"C11orf87" 0
"C12orf59" 0
"C16orf54" 0
"C17orf60" 0
"C19orf56" 0
"C1QL3" 0
"C1R" 0
"C1S" 0
"C1orf151" 0
"C1orf173" 0
"C1orf201" 0
"C1orf38" 0
"C20orf177" 0
"C2orf49" 0
"C7orf59" 0
"C9orf102" 0
"CA7" 0
"CAMK1G" 0
"CAPN3" 0
"CARD9" 0
"CCDC75" 0
"CCR5" 0
"CD14" 0
"CD22" 0
"CD300C" 0
"CDC6" 0.000999679993735423
"CELF3" 0
"CELF5" 0
"CHD5" 0
"CHGA" 0
"CIITA" 0
"CKMT1B" 0
"CLDND1" 0
"CLEC18A" 0.00077188194509019
"CLEC18B" 0.000236060965819403
"CLEC2L" 0
"CLEC7A" 0
"CLIC1" 7.45912165236946e-05
"CLOCK" 0
"CLSPN" 0
"CMTM7" 0
"COL1A2" 0
"COL6A3" 0
"CORO1A" 0
"COX6B1" 0
"CPNE6" 0
"CPNE9" 0
"CREG2" 0
"CRYM" 0
"CSDAP1" 0
"CSDA" 0
"CSRNP3" 0
"CXCR6" 0
"CYB5R2" 0
"DDN" 0
"DDX12" 0
"DEPDC1B" 0
"DEPDC1" 0
"DLG4" 0
"DLGAP3" 0
"DLX1" 0
"DLX2" 0
"DNM1" 0
"DOC2A" 0
"DTX3L" 0
"ECT2" 1.50824935366826e-05
"EIF3E" 0
"EIF3G" 0
"EIF5AL1" 0
"EIF5A" 0
"ELOVL1" 0
"EME1" 0
"EMX1" 0
"ENPP6" 0
"EPHB6" 0
"EPN1" 0
"EPSTI1" 0
"ERCC6L" 0
"EXOC6B" 0
"FAM115C" 0.000481410939341105
"FAM123C" -5.21634023714005e-06
"FAM199X" 0
"FAM19A4" 0
"FAM50B" 0
"FANCA" 0
"FANCD2" 0.000258402228503203
"FANCI" 0
"FBL" 0
"FBXL16" 0
"FBXO41" 0
"FCGR2A" 5.04066006991684e-06
"FCGR3A" 0
"FLT4" 0
"FOXO3B" 0
"FOXO3" 0
"FPR1" 0
"FYB" 0
"GLT1D1" 0
"GNA15" 0
"GNB2L1" 0
"GNG3" 0
"GPR22" 0
"GPR26" 0
"GPR37" 0
"GPR65" 0
"GRAP" 0
"HEPACAM" 0
"HEPN1" 0
"HIPK4" 0
"HLA-A" 0
"HLA-DQA1" 0
"HLA-DQB1" 0
"HLA-H" 0
"HMP19" -2.86080722221254e-05
"HOOK1" 0
"HOXD1" 0
"HPN" 0
"IFIT1" 0
"IFIT3" 0
"IL10RA" 0
"IL12RB1" 0
"IL18" 0
"INA" 0
"IPMK" 0
"IQSEC3" 0
"JUNB" 0
"KANK4" 0
"KCNAB2" 0
"KCNK9" 0
"KCNQ1DN" 0
"KCNS1" 0
"KCNS2" 0
"KCNT1" 0
"KCNV1" 0
"KIAA0748" 0
"KIF4B" 0
"KLHL26" 1.90045632904753e-05
"KPNA5" 0
"LCK" 0
"LDLRAP1" 0
"LHX6" 0
"LMTK2" 0
"LNPEP" 0
"LOC100233209" 0
"LOC154761" 0
"LOC285780" 0
"LOC286002" 0
"LOC441089" 0
"LOC541471" 0
"LOC606724" 0
"LOC642846" 0
"LOC653566" 0
"LOC654433" 0
"LPAR1" 0
"LRRC25" 0
"LUC7L" 0
"LYL1" 0
"MAPK8IP2" 0
"MED27" 0
"MLF1IP" 0
"MRAP2" 0
"MRPS15" 0
"MSR1" 0
"MX1" 0
"MYH6" 0
"MYH7" 0
"MYL12A" 0
"MYST3" 0
"NACA" 0
"NCDN" 0
"NCOR1" 0
"NCRNA00152" 0
